"site","title","url","all_types","nonobs"
"from-ua.com","Горбаль: Данилюк зря вынес сор из избы","http://from-ua.com/news/447201-gorbal-danilyuk-zrya-vines-sor-iz-izbi.html","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"from-ua.com","Как определить хорошего любовника по рукопожатию","http://from-ua.com/news/447016-kak-opredelit-horoshego-lyubovnika-po-rukopozhatiyu.html","Недостовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"kp.ru","Милонов про Михаила Ефремова: Забрать ""заслуженного артиста"" и отправить на принудительное лечение от алкоголизма","http://kp.ru/daily/26838/3879779/","Недостовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"politeka.net","Да, это Россия бомбит Донбасс: Петру Порошенко выдвинули дерзкое условие, готовы признать все. Politeka","https://politeka.net/news/world/663901-da-jeto-rossija-bombit-donbass-petru-poroshenko-vydvinuli-derzkoe-uslovie-gotovy-priznat-vse/","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"focus.ua","Украинский режиссер Кантер снял свой суицид на видео - ФОКУС","https://focus.ua/society/399209/","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"zik.ua","В Івано-Франківську перевіряють використання 2,4 млн євро грантових коштів на утеплення","http://zik.ua/news/2018/06/06/v_ivanofrankivsku_pereviryayut_vykorystannya_24_mln_ievro_grantovyh_koshtiv_1339883","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"politeka.net","Конопля и революция: соцопрос показал странные предпочтения жителей украинского мегаполиса. Politeka","https://politeka.net/news/politics/663912-konoplja-i-revoljucija-socopros-pokazal-strannye-predpochtenija-zhitelej-ukrainskogo-megapolisa/","Достовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"segodnya.ua","Вступление Украины в НАТО, Расмуссен сообщил важную новость - СЕГОДНЯ","http://segodnya.ua/politics/strany-nato-uzhe-prinyali-reshenie-po-vstupleniyu-ukrainy-eks-gensek-1144493.html","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"kp.ua","Эхо ""кровавых выступлений"" на линейках по военно-патриотическому воспитанию - Новости на KP.UA","https://kp.ua/life/609889-ekho-krovavykh-vystuplenyi-na-lyneikakh-po-voenno-patryotycheskomu-vospytanyui","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"bagnet.org","Немецкие СМИ предложили Европе объединиться с Россией","http://www.bagnet.org/news/world/367197/nemetskie-smi-predlozhili-evrope-obedinitsya-s-rossiey","Ненадійне джерело інформації;Маніпулятивний заголовок;Фейк","Маніпулятивний заголовок"
"telegraf.com.ua","Когда не знаешь чувство меры: девушки с очень большими губами (Фото) - Женские новости - Новости Телеграф","https://telegraf.com.ua/zhizn/zhenshhinyi/4098865-kogda-ne-znaesh-chuvstvo-meryi-devushki-s-ochen-bolshimi-gubami-foto.html","Недостовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"telegraf.com.ua","Редчайшие снимки из прошлого, которые точно изменят ваше восприятие истории (Фото) - Новости журнала - Новости Телеграф","https://telegraf.com.ua/zhizn/zhurnal/4098821-redchayshie-snimki-iz-proshlogo-kotoryie-tochno-izmenyat-vashe-vospriyatie-istorii-foto.html","Недостовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"facenews.ua","Укроп ""Победитель"": в российских магазинах обнаружили ""зраду"" | FaceNews.ua: новости Украины","http://facenews.ua/news/2018/409185/","Недостовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"fakty.ua","У нас выбивают кадры, которые мешают противнику, - Мирослав Гай - ""ФАКТЫ""","http://fakty.ua/270888-u-nas-vybivayut-kadry-kotorye-meshayut-protivniku-miroslav-gaj","Ненадійне джерело інформації;Маніпуляції з емоціями","Маніпуляції з емоціями"
"lenta.ru","Нидерланды сняли с Украины ответственность за гибель MH17 в Донбассе: Политика: Мир: Lenta.ru","http://lenta.ru/news/2018/06/06/mh17_ukraine/","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"enovosty.com","Впервые в истории Украины женщина возглавила НКРЭКУ","http://news.enovosty.com/news_politics/full/606-vpervye-v-istorii-ukrainy-zhenshhina-vozglavila-nkreku","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"kp.ru","Анатолий Вассерман о Михаиле Ефремове: Пить надо меньше","http://kp.ru/daily/26839.3/3879869/","Достовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"strana.ua","Шевелит губами и качает головой. В соцсетях смеются над Трампом, который не знает гимн Америки","http://strana.ua/news/145116-tramp-ne-znaet-himn-ameriki-polzovateli-sotssetej-raskritikovali-prezidenta-ssha-.html","Ненадійне джерело інформації;Маніпуляції з емоціями","Маніпуляції з емоціями"
"vesti.ru","Эксгумация тела погибшего на перевале Дятлова в 1959 году добавила странностей","http://vesti.ru/doc.html?id=3025496&cid=7","Ненадійне джерело інформації;Маніпуляції з емоціями","Маніпуляції з емоціями"
"vesti-ukr.com","Киевметрострой роет тоннели за границей и строит метро в городах Украины | ВЕСТИ","http://vesti-ukr.com/kiev/291468-poka-reshajut-kto-postroit-podzemku-na-vinohradar-kievmetrostroj-roet-tonnel-v-indii","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"vesti-ukr.com","Отставка Данилюка - что стоит за увольнением | ВЕСТИ","http://vesti-ukr.com/politika/291474-daniljuk-stanet-kozlom-otpushchenija-chem-obernetsja-uvolnenie-ministra-finansov","Ненадійне джерело інформації;Маніпуляції з емоціями","Маніпуляції з емоціями"
"strana.ua","Посол США Мари Йованович пригрозила Украине невыдачей кредитов без закона об Антикоррупционном суде","http://strana.ua/news/145143-posol-ssha-mari-jovanovich-prihrozila-ukraine-nevydachej-kreditov-esli-budet-prinjat-nepravilnyj-zakon-ob-antikorruptsionnom-sude.html","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"kp.ru","Заключить брак в ""красивые"" даты будет проще","http://kp.ru/daily/26839.3/3879955/","Недостовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"kp.ru","В сентябре бизнесмен Александр Удодов откроет кубанскую здравницу мирового уровня","http://kp.ru/daily/26839.3/3879958/","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"kp.ru","В Крым прибыли участники ""Поезда дружбы Берлин-Москва""","http://kp.ru/daily/26839.3/3879957/","Недостовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"enovosty.com","У друзей Путина коллапс в нефтяной промышленности","http://news.enovosty.com/news_economy/full/606-u-druzej-putina-kollaps-v-neftyanoj-promyshlennosti","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"kp.ru","""За Донбасс?!"": Певице Чичериной запретили выступать на фестивале ФИФА","http://kp.ru/daily/26838/3880001/","Ненадійне джерело інформації;Маніпуляції з емоціями;Мова ворожнечі","Маніпуляції з емоціями"
"kp.ru","Прямая линия с Владимиром Путиным 7 июня 2018 года: онлайн-трансляция выступления президента","http://kp.ru/daily/26839.3/3879973/","Недостовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"kp.ru","Неработающая сим-карта взяла кредит на хозяина","http://kp.ru/daily/26839.3/3879858/","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"obozrevatel.com","Избили врача и заставили извиняться: на Днепропетровщине неизвестные разгромили больницу - последние новости здоровья | Обозреватель Здоровье 7 июня","https://www.obozrevatel.com/health/digest/izbili-vracha-i-zastavili-izvinyatsya-na-dnepropetrovschine-neizvestnyie-razgromili-bolnitsu.htm","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"obozrevatel.com","Только перед смертью: Джемилев объяснил, почему Путин не отпустит Сенцова - новости мира - Россия | Обозреватель 7 июня","https://www.obozrevatel.com/abroad/tolko-pered-smertyu-dzhemilev-obyasnil-pochemu-putin-ne-otpustit-sentsova.htm","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"apostrophe.ua","Муратова - Кира Муратова - Такого кино больше не будет: в мире волна скорби по поводу смерти Киры Муратовой - Апостроф","https://apostrophe.ua/news/society/2018-06-07/takogo-kino-bolshe-ne-budet-v-mire-volna-skorbi-po-povodu-smerti-kiryi-muratovoy/132363","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"obozrevatel.com","Захарченко опозорился ультиматумом к Порошенко, ДНР, Донбасс, Владимир Соловьев, новости, Украина, Россия, Обозреватель, 7 июня","https://www.obozrevatel.com/curious/zaharchenko-opozorilsya-ultimatumom-k-poroshenko.htm","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"enovosty.com","Ассоциируется с войной: ФИФА запретила российской певице выступать на ЧМ-2018","http://news.enovosty.com/news_politics/full/706-associiruetsya-s-vojnoj-fifa-zapretila-rossijskoj-pevice-vystupat-na-chm-2018","Ненадійне джерело інформації;Маніпуляції з емоціями","Маніпуляції з емоціями"
"politeka.net","Дымит так, что солнца не видно: появились новые фото из горящего Чернобыля. Politeka","https://politeka.net/news/incidents/664256-dymit-tak-chto-solnca-ne-vidno-pojavilis-novye-foto-iz-gorjashhego-chernobylja/","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"kp.ua","Кредит МВФ: страшилки и факты - Новости на KP.UA","https://kp.ua/economics/609969-kredyt-mvf-strashylky-y-fakty","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"kp.ua","Малоизвестный ""собачий грипп"" может заразить половину человечества - Новости на KP.UA","https://kp.ua/life/609975-maloyzvestnyi-sobachyi-hrypp-mozhet-zarazyt-polovynu-chelovechestva","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"focus.ua","Силовики перекрывали в Черновцах улицу из-за куска мыла - ФОКУС","https://focus.ua/country/399295/","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"kp.ru","Минобор Татарстана: Организаторы не заставляли школьницу снимать лифчик перед ЕГЭ","http://kp.ru/daily/26839/3880269/","Недостовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"fakty.ictv.ua","У Києві шматок бетону впав з моста на Renault - пасажиру майже відірвало руку","https://fakty.ictv.ua/ua/proisshestvija/20180607-u-kyyevi-shmatok-betonu-vpav-iz-mosta-na-renault-pasazhyru-majzhe-vidirvalo-ruku/","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"vesti-ukr.com","В Киеве с моста на автомобиль упал кусок бетона, оторвав пассажиру руку | ВЕСТИ","http://vesti-ukr.com/kiev/291589-v-kieve-s-mosta-na-avtomobil-upal-kusok-betona-prakticheski-otorvav-passazhiru-ruku","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"obozrevatel.com","Конец света 2018: ответ карт Таро - новости Украина | Обозреватель 7 июня","https://www.obozrevatel.com/society/konets-sveta-2018-otvet-kart-taro.htm","Недостовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"from-ua.com","Польша преподнесла заробитчанам приятный сюрприз","http://from-ua.com/news/447344-polsha-prepodnesla-zarobitchanam-priyatnii-syurpriz.html","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"facenews.ua","Во Львове журналисты отправились в рейд по игровым автоматам (видео) | FaceNews.ua: новости Украины","http://facenews.ua/news/2018/409339/","Ненадійне джерело інформації;Маніпуляції з емоціями","Маніпуляції з емоціями"
"fakty.ictv.ua","Стане кінцем цивілізації! Заява Путіна про третю світову війну | Факти","https://fakty.ictv.ua/ua/svit/20180607-stane-kintsem-tsyvilizatsiyi-zayava-putina-pro-tretyu-svitovu-vijnu/","Недостовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"hronika.info","Прикол дня: китаец умудрился перевезти автомобиль на мотоцикле","http://hronika.info/kurjozy/323747-prikol-dnya-kitaec-umudrilsya-perevezti-avtomobil-na-motocikle.html","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"znaj.ua","Шматок ""втомленого"" мосту продірявив авто у Києві |znaj.ua","http://znaj.ua/society/shmatok-vtomlenogo-mostu-prodiryavyv-avto-u-kyyevi","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"enovosty.com","Россия создала дефицит и серьезный кризис на оккупированном Донбассе, - мнение","http://news.enovosty.com/news_politics/full/706-rossiya-sozdala-deficit-i-sereznyj-krizis-na-okkupirovannom-donbasse-mnenie","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"lenta.ru","Фанатичные христиане наладили связь с богом через плюшевого льва: Люди: Из жизни: Lenta.ru","http://lenta.ru/news/2018/06/07/lion/","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями;Мова ворожнечі","Маніпулятивний заголовок"
"znaj.ua","Польський уряд поскандалив через українських жінок|znaj.ua","http://znaj.ua/world/polskyj-uryad-poskandalyv-cherez-ukrayinskyh-zhinok","Достовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"lenta.ru","Женщин порадовали порванными на ягодицах шортами: Стиль: Ценности: Lenta.ru","http://lenta.ru/news/2018/06/07/bumrip/","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"vesti-ukr.com","Цель благотворительного аукциона ""Интер - детям"" достигнута. И тут же заявлена новая! | Культура | ВЕСТИ","http://vesti-ukr.com/kultura/291607-tsel-blahotvoritelnoho-auktsiona-inter-detjam-dostihnuta-i-tut-zhe-zajavlena-novaja","Достовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"zik.ua","Данилюк ніколи не був українською людиною, - Ніна Южаніна","http://zik.ua/news/2018/06/07/danylyuk_nikoly_ne_buv_ukrainskoyu_lyudynoyu__nina_yuzhanina_1340805","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"112.ua","Польше трудно без дешевой рабочей силы, - СМИ - 112.ua","http://112.ua/obshchestvo/polshe-trudno-bez-deshevoy-rabochey-sily-smi-448757.html","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"unian.net","Польше трудно без дешевой рабочей силы - СМИ - разное","https://economics.unian.net/other/10144856-polshe-trudno-bez-deshevoy-rabochey-sily-smi.html","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"politeka.net","Назревает народный бунт, украинцы выдвинули требования: что происходит. Politeka","https://politeka.net/news/society/664439-nazrevaet-narodnyj-bunt-ukraincy-vydvinuli-trebovanija-chto-proishodit/","Недостовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"ria.ru","Президент Сербии обсудил с послом России нападения на косовских сербов - РИА Новости, 07.06.2018","http://ria.ru/world/20180607/1522276355.html","Ненадійне джерело інформації;Маніпуляції з емоціями","Маніпуляції з емоціями"
"kp.ru","Учеба, наука, спорт и отдых: Школьники познакомились со студенческой жизнью Тимирязевской академии","http://kp.ru/daily/26839.4/3880383/","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"fakty.ua","Соцсети: цыгане в Киеве захватывают парки и вырубают деревья. Ждать новых погромов? (фото) - ""ФАКТЫ""","http://fakty.ua/271052-socseti-cygane-v-kieve-zahvatyvayut-parki-i-vyrubayut-derevya-zhdat-novyh-pogromov-foto","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями;Мова ворожнечі","Маніпулятивний заголовок"
"newsone.ua","""Украинский формат"" вновь возглавил рейтинг по всем аудиториям информационно-новостного сегмента Украины | NEWSONE","http://newsone.ua/news/society/ukrainskij-format-vnov-vozhlavil-rejtinh-po-vsem-auditorijam-informatsionno-novostnoho-sehmenta-ukrainy.html","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"segodnya.ua","Прямая линия с Путиным стала хитом в соцсетях - СЕГОДНЯ","http://segodnya.ua/world/russia/na-koleni-pered-barinom-pryamuyu-liniyu-s-putinym-vysmeyali-v-socsetyah-1144851.html","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"kp.ua","Порошенко, Гройсман или Украина: кто больше выиграет от появления Антикоррупционного суда - Новости на KP.UA","https://kp.ua/politics/610009-poroshenko-hroisman-yly-ukrayna-kto-bolshe-vyyhraet-ot-poiavlenyia-antykorruptsyonnoho-suda","Ненадійне джерело інформації;Маніпуляції з емоціями","Маніпуляції з емоціями"
"facenews.ua","Путин заявил о возможном обмене режиссера Сенцова на журналиста Вышинского | FaceNews.ua: новости Украины","http://facenews.ua/news/2018/409364/","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"vesti-ukr.com","В Одессе горела электростанция, часть города осталась без света | ВЕСТИ","http://vesti-ukr.com/odessa/291629-odessa-ostalas-bez-sveta-iz-za-avarii-na-elektrostantsii","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"kp.ru","Петербуржец, спросивший Путина о космосе: ""Личных проблем, которые должен решать президент, у меня нет""","http://kp.ru/daily/26839/3880452/","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"kp.ru","Владимир Путин - ""КП"": ""Должен покаяться - мне не хватает времени исполнять обязанности дедушки""","http://kp.ru/daily/26839/3880465/","Достовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"zik.ua","""Національні дружини"" і роми: Ми оголошуємо толоку в Голосіївському парку","http://zik.ua/news/2018/06/07/natsionalni_druzhyny_i_romy_my_ogoloshuiemo_toloku_v_golosiivskomu_parku_1340947","Ненадійне джерело інформації;Маніпулятивний заголовок;Мова ворожнечі","Маніпулятивний заголовок"
"kp.ua","Данилюка ""обменяли"" на Антикоррупционный суд - Новости на KP.UA","https://kp.ua/politics/610015-danyluika-obmenialy-na-antykorruptsyonnyi-sud","Недостовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"kp.ua","""Нафтогаз"" против Киева: когда людям ждать горячую воду - Новости на KP.UA","https://kp.ua/citynews/610016-naftohaz-protyv-kyeva-kohda-luidiam-zhdat-horiachuui-vodu","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"bagnet.org","Численность населения Украины стремительно падает: тревожные данные","http://www.bagnet.org/news/society/367339/chislennost-naseleniya-ukrainy-stremitelno-padaet-trevozhnye-dannye","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"obozrevatel.com","Вертолеты для МВД, 55 вертолетов - новости Украины | Обозреватель 7 июня","https://www.obozrevatel.com/politics/u-frantsii-v-kredit-rada-odobrila-pokupku-55-vertoletov-dlya-mvd.htm","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"lenta.ru","""Северному потоку-2"" выдали первое разрешение на строительство в России: Госэкономика: Экономика: Lenta.ru","http://lenta.ru/news/2018/06/07/nordstream/","Ненадійне джерело інформації;Маніпуляції з емоціями","Маніпуляції з емоціями"
"kp.ua","Путин об ""убийстве Бабченко"": ""Надеюсь, ничего подобного в будущем не повторится"" - Новости на KP.UA","https://kp.ua/politics/610023-putyn-ob-ubyistve-babchenko-nadeuis-nycheho-podobnoho-v-buduschem-ne-povtorytsia","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"censor.net","Украинские рейдеры на службе у российского Сбербанка (07.06.18 18:44) "" Происшествия | Цензор.НЕТ","https://censor.net.ua/news/3070362/ukrainskie_reyidery_na_slujbe_u_rossiyiskogo_sberbanka","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"tsn.ua","""Володю, ти не втомився?"" Як Путін ушістнадцяте вийшов на ""пряму лінію"" з Росією - Світ - TCH.ua","https://tsn.ua/svit/volodyu-ti-ne-vtomivsya-putin-ushistnadcyate-viyshov-na-pryamu-liniyu-z-rosiyeyu-1168092.html","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"politeka.net","Счетчик пошел: цыганам в Голосеевском парке дали время на побег, будет большая чистка. Politeka","https://politeka.net/news/kyiv/664605-schetchik-poshel-cyganam-v-goloseevskom-parke-dali-vremja-na-pobeg-budet-bolshaja-chistka/","Ненадійне джерело інформації;Маніпулятивний заголовок;Мова ворожнечі","Маніпулятивний заголовок"
"112.ua","В партии ""За життя"" требуют уволить Линчевского и Супрун из Минздрава - 112.ua","http://112.ua/politika/v-partii-za-zhittya-trebuyut-uvolit-linchevskogo-i-suprun-iz-minzdrava-448810.html","Ненадійне джерело інформації;Маніпуляції з емоціями","Маніпуляції з емоціями"
"znaj.ua","У трусах і з алкоголем: експерти вигадали назву вашому хобі|znaj.ua","http://znaj.ua/popcorn/u-trusah-%D1%96-z-alkogolem-eksperti-vigadali-nazvu-vashomu-hob%D1%96","Недостовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"kp.ru","На Севастопольский Офицерский бал приедут гости из 10 стран","http://kp.ru/daily/26836.4/3880540/","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"bykvu.com","Продюсер ""Грибов"" обвинил друга в сексе с женой - певицей Луной","http://bykvu.com/bukvy/92852-prodyuser-gribov-obvinil-druga-v-sekse-s-zhenoj-pevitsej-lunoj","Ненадійне джерело інформації;Маніпуляції з емоціями;Мова ворожнечі","Маніпуляції з емоціями"
"bykvu.com","Продюсер ""Грибов"" обвинил друга в сексе с женой - певицей Луной","http://bykvu.com/bukvy/92852-prodyusser-gribov-obvinil-druga-v-sekse-s-zhenoj-pevitsej-lunoj","Ненадійне джерело інформації;Маніпуляції з емоціями;Мова ворожнечі","Маніпуляції з емоціями"
"kp.ua","Глава ""Нафтогаза"" Коболев назвал киевлян ""посипаками"" - Новости на KP.UA","https://kp.ua/economics/610040-hlava-naftohaza-kobolev-nazval-kyevlian-posypakamy","Недостовірна новина;Фейк;Маніпуляції з емоціями","Фейк"
"newsone.ua","Добкин о деятельности Супрун - Она по нашему законодательству наработала лет на 15 вперед | NEWSONE","http://newsone.ua/news/politics/dobkin-suprun-po-nashemu-zakonodatelstvu-narabotala-uzhe-na-15-let-tjurmy.html","Недостовірна новина;Маніпулятивний заголовок;Фейк;Маніпуляції з емоціями","Маніпулятивний заголовок"
"apostrophe.ua","Чернобыль - Масштабный пожар в Чернобыльской зоне ликвидирован - Появились свежие данные об уровне радиации - Апостроф","https://apostrophe.ua/news/society/accidents/2018-06-07/masshtabnyiy-pojar-v-chernobyilskoy-zone-likvidirovan-poyavilis-svejie-dannyie-ob-urovne-radiatsii/132458","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"apostrophe.ua","Новости Украины - Стрелял сколько мог: сети впечатлила история раненого на Донбассе бойца ВСУ - Апостроф","https://apostrophe.ua/news/society/2018-06-07/strelyal-skolko-mog-seti-vpechatlila-istoriya-ranenogo-na-donbasse-bojca-vsu/132461","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"newsone.ua","Благодаря ультиматуму Гройсмана Верховной Раде по Антикоррупционного суду - 2019 должен стать годом громких коррупционных дел | NEWSONE","http://newsone.ua/news/politics/blahodarja-ultimatumu-hrojsmana-verkhovnoj-rade-po-antikorruptsionnoho-sudu-2019-dolzhen-stat-hodom-hromkikh-korruptsionnykh-del.html","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"kp.ru","Поклонская уверена, что Порошенко отдали приказ идти в атаку на Донбасс","http://kp.ru/daily/26839/3880556/","Недостовірна новина;Маніпулятивний заголовок;Фейк;Маніпуляції з емоціями;Мова ворожнечі","Маніпулятивний заголовок"
"kp.ru","Девять дней земных мытарств Аркадия Бабченко","http://kp.ru/daily/26839/3880560/","Недостовірна новина;Маніпулятивний заголовок;Фейк;Маніпуляції з емоціями;Мова ворожнечі","Маніпулятивний заголовок"
"fakty.ictv.ua","До парламенту проходять 8 партій на чолі з Тимошенко і Порошенко - західні соціологи | Факти","https://fakty.ictv.ua/ua/ukraine/20180607-do-parlamentu-prohodyat-8-partij-na-choli-z-tymoshenko-i-poroshenko-zahidni-sotsiology/","Недостовірна новина;Фейк","Фейк"
"strana.ua","После закона об Антикоррупционном суде наличный курс доллара подняли для подстраховки","http://strana.ua/news/145400-kurs-dollara-neznachitelno-vyros-eksperty-dajut-ostorozhnye-prohnozy.html","Достовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"enovosty.com","Страсти с ромами, захватившими парк: ""Национальные"" дружины дали им 24 часа","http://news.enovosty.com/news_politics/full/706-strasti-s-romami-zaxvativshimi-park-nacionalnye-druzhiny-dali-im-24-chasa","Ненадійне джерело інформації;Маніпулятивний заголовок;Мова ворожнечі","Маніпулятивний заголовок"
"strana.ua","США перебросили в Европу ещё один дальний тяжелый бомбардировщик","http://strana.ua/news/145409-v-britaniju-priletel-chetvertyj-bombardirovshchik-vvs-ssha-b-1b-lancer.html","Ненадійне джерело інформації;Маніпуляції з емоціями","Маніпуляції з емоціями"
"ukranews.com","На Закарпатье объявили подозрение живодеру, который издевался над конем | Українські Новини","http://ukranews.com/news/567607-v-zakarpate-obyavyly-podozrenye-zhyvoderu-kotoryy-yzdevalsya-nad-konem","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"politeka.net","В Раде решили истратить полмиллиарда долларов: куда уйдут деньги. Politeka","https://politeka.net/news/politics/664715-v-rade-reshili-istratit-polmilliarda-dollarov-kuda-ujdut-dengi/","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"newsone.ua","Данилюка уволили - Как Украина без министра финансов договорится о сотрудничестве с МВФ | NEWSONE","http://newsone.ua/news/politics/kak-ukraina-budet-dohovarivatsja-s-mvf-i-pisat-bjudzhet-bez-daniljuka-.html","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"politeka.net","В Украине снизится уровень инфляции: стало известно, когда наступит ""покращення"". Politeka","https://politeka.net/news/economics/664608-v-ukraine-snizitsja-uroven-infljacii-stalo-izvestno-kogda-nastupit-pokrashhennja/","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"enovosty.com","Ученые шокировали: Собаки угрожают человечеству","http://news.enovosty.com/zdorove/full/706-uchenye-shokirovali-sobaki-ugrozhayut-chelovechestvu","Недостовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"comments.ua","В Испании изменят минимальную сумму покупки для оформления tax...","http://comments.ua/money/623489-v-ispanii-izmenyat-minimalnuyu-summu.html","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"znaj.ua","Пряма лінія з Путіним: росіяни спробували достукатись до ""царя"", але щось пішло не так|znaj.ua","http://znaj.ua/popcorn/pryama-l%D1%96n%D1%96ya-z-put%D1%96nim-ros%D1%96yani-sprobuvali-dostukatis-do-tsarya-ale-schos-p%D1%96shlo-ne-tak","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"bagnet.org","Итальянские ученые доказали, что пицца может спасти от рака","http://www.bagnet.org/news/health/367370/italyanskie-uchenye-dokazali-chto-pitstsa-mozhet-spasti-ot-raka","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
